Tweet Datetime,text,location
2021-09-28 06:59:57,"RT @Boediantar4: Omnibuslaw, PPKM, BPJS, harga listrik, gas, pendidikan, BBM, dll.
Semakin nyata kalau rezim ini bekerja tidak memihak kepa…","Umbulharjo, Indonesia"
2021-09-28 06:59:54,RT @AnishaFathina: Melalui konferensi video presiden menyampaikan sejumlah hal penting yg perlu diperhatikan terkait evaluasi PPKM Indonesi…,
2021-09-28 06:58:38,"Untungnya sekarang aku udah ketemu smartfren GOKIL MAX @smartfrenworld untuk menunjang kegiatan ku dimasa ppkm.
✅12GB kuota nasional dan 24GB kuota lokal
✅pagi Bisa digunakan 24 Jam disemua Aplikasi
✅Masa Aktif 30 hari
✅Jaringan 100% 4G 
https://t.co/CYRGMOSvbU",MENGIKUTI ANDA
2021-09-28 06:58:09,"@Rizmaya__ Emang ada cerianya bangsa ini kagak, ditiktok ada BUZZER, difb ada buzzer, semua media sosial ada sdh ppkm itu media sosial dipenuhi buzzer mau muntah rasanya. Tapi hiburan sih godaan nalar berpikiran para BUZZER",Indonesia
2021-09-28 06:56:56,@AgusNurkhayati Presiden Pimpin Rapat Terbatas Evaluasi PPKM 6 September 2021 indonesiamaju Intiva Jaya Terus,
2021-09-28 06:55:28,"Kadarudin mengatakan dengan turunnya PPKM level 3 di Kabupaten Bekasi, restoran dan rumah makan diperbolehkan membuka sesuai anjuran pemerintah dengan kapasitas pengunjung maksimal 50 persen pengunjung tetap mematuhi protokol kesehatan yang berlaku.","Cikarang, Indonesia"
2021-09-28 06:55:26,"RT @setkabgoid: Kebijakan PPKM efektif menurunkan kasus dan menghambat laju penularan COVID-19.

Berdasarkan asesmen situasi pandemi minggu…",
2021-09-28 06:55:18,"RT @Rinto_114: @cinnamongirlc @timmymalachi Pasang CCTV di kamar tidur, apa kedua orang suami istri itu tau dan sadar?

Pikiranku travellin…",
2021-09-28 06:55:08,"Dikutip @Kemdikbud_RI PPKM di wilayah level satu sampai tiga, membuka kesempatan bagi satuan pendidikan melaksanakan PTM terbatas dengan izin dari pemerintah daerah. 

Siapa saja warga sekolah yang tidak boleh mengikuti PTM?

Yuk! Lihat infografis berikut. 😎 https://t.co/cFnMkn6CdV","Tj. Selor, Kalimantan Utara"
2021-09-28 06:54:22,"RT @Humaskejatisu: Kepala Kejaksaan Tinggi Sumatera Utara IBN Wiswantanu SH, MH membuka secara resmi Rapat Koordinasi dan Evaluasi PPKM dan…","Medan Kota Belawan, Indonesia"
2021-09-28 06:53:58,bagaimana ppkm jawa bali,Rental Kursi jakarta INDONESIA
2021-09-28 06:53:35,"@anandanoviantr_ Ndak sampe desember udh balek kok, kk nunggu selesai Ppkm nih baru bise urus cuti 😢","Denpasar, Bali"
2021-09-28 06:53:07,Sejumlah tempat wisata sudah dibuka sejak penerapan PPKM level 2 di Karawang. https://t.co/233PaBsiSS,Jakarta
2021-09-28 06:51:34,"Operasi Yustisi Penegakan Hukum Protokol Kesehatan Dalam Rangka PPKM Level I di Kota Blitar. Selasa (28/9/21)

#OperasiYustisi
#polresblitarkota
#humaspolresblitarkota https://t.co/BIRkHEOPGU https://t.co/1REhQwFvtM",
2021-09-28 06:51:13,@taufik_hapsari Pemerintah kembali melanjutkan PPKM Luar Jawa Bali hingga 4 Oktober Pada periode ini jumlah daerah yang menerapkan PPKM Level 4 kembali berkurang dari 23 menjadi 10 kab kota KabarKabinet Intiva Jaya Terus,
2021-09-28 06:50:51,dangdut pantura ppkm ver https://t.co/dVM4HvjoFw,kpop khiphop
2021-09-28 06:50:35,@BejoNuswantoro wkwkwk,
2021-09-28 06:50:13,@shara_desiana PPKM juga makin dilonggarkan lagi Salah satunya anak anak akan dibolehkan masuk ke pusat belanja atau mal Pelonggaran PPKM itu sejalan dengan telah menurunnya kasus Covid 19 di Indonesia khususnya Jaw Intiva Jaya Terus,
2021-09-28 06:49:51,"Akibat ppkm diperpanjang
https://t.co/5hrlIBrfM9","Lampung Barat, Lampung"
2021-09-28 06:49:40,RT @gugusfakhri: @e100ss min untuk sby ppkm sdh level brp ya?,"Kota Surabaya, Jawa Timur"
2021-09-28 06:48:49,"Melanggar Aturan PPKM, Polisi Bubarkan Tempat Hiburan Buat Kerumunan di Cikini Jakarta Pusat 
 
https://t.co/IBDZeig5V3 lewat @tribunnews",
2021-09-28 06:48:41,"Kanit Binmas Polsek teluk pakedai melaksanakan kegiatan PPKM di wilayah Polsek teluk pakedai cegah penyebaran virus Covid 19.

#pnc_poldakalbar
#polreskuburayabersinar
#humaspolreskuburaya
#polsektelukpakedai https://t.co/wM6JV82kPH",
2021-09-28 06:47:03,"PPKM Darurat, OJK Pastikan Tetap Awasi Jasa Keuangan https://t.co/4ZnPuf7hF3",Indonesia
2021-09-28 06:46:57,Kota Ambon Rencanakan Gelar PTM Tingkat Sekolah SMP Pada Masa PPKM Level 2 https://t.co/WJHVUYXRNj,
2021-09-28 06:43:30,@CNNIndonesia Eh kok bisa anak kecil naik pesawat? Kan PPKM 🤔,
2021-09-28 06:43:28,Penerapan PPKM Berhasil Turunkan Kasus Covid di Luar Jawa Bali https://t.co/5TIth0X5K3,Medan
2021-09-28 06:42:17,@Rismanovvita Pemerintah kembali melanjutkan PPKM Luar Jawa Bali hingga 4 Oktober Pada periode ini jumlah daerah yang menerapkan PPKM Level 4 kembali berkurang dari 23 menjadi 10 kab kota KabarKabinet Intiva Jaya Terus,
2021-09-28 06:41:51,@novitaaprisilya Kepada para kepala sekolah saya persilakan untuk segera melakukan kegiatan pembelajaran tatap muka terbatas dengan syarat wilayah sekolah tersebut minimal sudah pada level 3 PPKM dan vaksinasi Covid 1 Intiva Jaya Terus,
2021-09-28 06:40:34,Sepertinya barat akan mengikuti langkah PPKM https://t.co/6u3eJlH163,Lelaki yg mencari_Mu
2021-09-28 06:38:59,"RT @erlinaburhan: -libur panjang akhir tahun, 
- PPKM yang sudah longgar
- Varian MÚ yang sudah sampai negara tetangga

Lindungi diri, lind…",
2021-09-28 06:38:53,@idextratime Padahal lagi PPKM kaya gini,Indonesia
2021-09-28 06:38:10,"Pemerintah memberikan lampu hijau gelaran musik skala besar atau konser selama perpanjangan pemberlakuan pembatasan kegiatan masyarakat (PPKM).

#Konser #ppkm #beritaterkini #lampostco
https://t.co/cH7kBxuWjY","Lampung, Indonesia"
2021-09-28 06:38:03,Komisi IX DPR: Indonesia Bisa Jadikan PPKM Contoh Penanganan Covid-19 yang Ideal Bagi Negara Sahabat https://t.co/pE18j5Trpt,Jakarta Indonesia
2021-09-28 06:37:54,@AhugrahMichael Keterangan Pers Menteri Koordinator Bidang Perekonomian hrt mengenai Perkembangan PPKM Terkini Senin 20 09 2021 sore LensaKabinet Intiva Jaya Terus,
2021-09-28 06:37:44,"PPKM berhasil turunkan level asesmen di luar Jawa-Bali
#MembangunIndonesia #Jokowi #vaksin https://t.co/AbMZBR7jgi",
2021-09-28 06:37:18,"RT @Boediantar4: Omnibuslaw, PPKM, BPJS, harga listrik, gas, pendidikan, BBM, dll.
Semakin nyata kalau rezim ini bekerja tidak memihak kepa…",
2021-09-28 06:37:17,"RT @ekowboy2: 974 WNA masuk saat PPKM
Puskesmas dibakar KKB
Nakes tewas diserang KKB
Kapal China masuk Natuna

YTH prof @mohmahfudmd ini le…","Setia Budi, Indonesia"
2021-09-28 06:37:15,@goodbyedays11 @Askrlfess Ga perlu lah pake lamaran2 lagi org jg udh pada ngerti kok pasti namanya lagi ppkm tapi dia pengen diresepsiin trus akhirnya nunggu beberapa bulan. Kan jadi muncul prasangka mereka bohong,
2021-09-28 06:37:07,Penyebab Kunjungan Wisata Belum Tinggi Saat PPKM Dilonggarkan https://t.co/3jhQeuwiOK,Jakarta Capital Region
2021-09-28 06:37:06,Polres Nganjuk Upayakan Percepatan Vaksinasi Untuk Mencapai Target PPKM Lewel-1 https://t.co/T9bWLjGQYi https://t.co/NRMMThMCMT,Pasuruan - Jawa Timur
2021-09-28 06:36:54,@ApriyaniRestia Keterangan Pers Menteri Koordinator Bidang Perekonomian hrt mengenai Perkembangan PPKM Terkini Senin 20 09 2021 sore LensaKabinet Intiva Jaya Terus,
2021-09-28 06:36:53,@ArutiRangga Menanti Keputusan Jokowi Lanjut PPKM Atau Stop via Intiva Jaya Terus,
2021-09-28 06:36:31,RT @Suciresaaa: Kantor Non Esensial Sudah Bisa Work From Office Baca selengkapnya disini PPKM WFO Kantor NonEsensial LuhutBinsarPandjaitan…,
2021-09-28 06:36:13,"PPKM berhasil turunkan level asesmen di luar Jawa-Bali
#MembangunIndonesia #Jokowi #vaksin https://t.co/4DRudZ9EbV",Makassar
2021-09-28 06:33:33,-rek kalian ada ga yang selama ppkm ini naik kendaraan umum khususnya kereta/pesawat ga? itu swabnya lgsg di bandara/stasiun atau gimana? makasi,"Kota Surabaya, Jawa Timur"
2021-09-28 06:33:14,"bukan karena corona. Dan beliau ini udah meninggal dari bulan Juni, sekarang udah bulan September menuju Oktober, hampir 4 bulan, dan gw baru tau sekarang. Karena emang selama ppkm kemaren jarang banget gw keluar rumah. Akhirnya sambil ambil mie ayam yang udah jadi, gw cuman bisa","Bandung, Indonesia"
2021-09-28 06:32:48,"PPKM Level III, Pariwisata Ubud Masih Ayem https://t.co/T6BqblOpxx #PPKNLevel3 #berita #nusabali #PariwisataBali #ObyekWisata","Denpasar, Bali"
2021-09-28 06:32:21,@KevinAn37894786 Keterangan Pers Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan mengenai Perkembangan PPKM Terkini Senin 20 09 2021 sore LensaKabinet Intiva Jaya Terus,
2021-09-28 06:31:51,Semoga PPKM tidak diperpanjang again :'),
2021-09-28 06:31:39,"OPS YUSTISI, PEMBAGIAN MASKER DAN SOSIALISASI APLIKASI PEDULI LINDUNGI
GUNA PENGENDALIAN PENYEBARAN COVID-19 DI DEPAN POS LANTAS PPKM LEVEL 2
DALAM RANGKA OPS PATUH CANDI 2021 WILAYAH KAB. PEKALONGAN https://t.co/WbGvwreO97",
2021-09-28 06:31:32,"@vaxx4vaxx Iyaa, ini kayaknya semenjak ppkm",Depok
2021-09-28 06:30:36,RT @republikaonline: Legislator menilai sistem PPKM bisa digunakan negara lain untuk tekan kasus Covid-19. https://t.co/QwBkVfSWgj,
2021-09-28 06:30:34,"Kukar - Sat Binmas melakukan kegiatan sosial, dengan membagikan bantuan sosial (Bansos) yang berupa beras kepada masyarakat yang terdampak wabah covid -19 dan penerapan PPKM level 4, Selasa (28/09/2021).
.
.
#PolresKukar #poldakaltim #divisihumaspolri #kukar #thebestpol https://t.co/UIFDqciDM8","Kalimantan Timur, Indonesia"
2021-09-28 06:30:30,"Uangnya buat biaya PPKM bu, jng ditanyain percuma. https://t.co/NS4lxaQuq0","Kota Surabaya, Jawa Timur"
2021-09-28 06:30:27,RT @Ruthgibran: Pemerintah kembali melanjutkan kebijakan Pemberlakukan Pembatasan Kegiatan Masyarakat PPKM yang berlaku tanggal 21 Septembe…,
2021-09-28 06:30:00,"Kukar - Jajaran Polres Kutai Kartanegara melaksanakan penyemprotan disinfektan selama penerapan PPKM level 4 ditempat ibadah maupun tempat fasilitas umum lainya yang dilaksanakan pada Selasa (28/09/2021).
.
.
#PolresKukar #poldakaltim #divisihumaspolri #kukar #thebestpol https://t.co/gJktBDYydJ","Kalimantan Timur, Indonesia"
2021-09-28 06:29:31,@FirdausWijaya5 PPKM juga makin dilonggarkan lagi Salah satunya anak anak akan dibolehkan masuk ke pusat belanja atau mal Pelonggaran PPKM itu sejalan dengan telah menurunnya kasus Covid 19 di Indonesia khususnya Jaw Intiva Jaya Terus,
2021-09-28 06:29:28,"RT @MommaBear0716: Ada apa dengan Singapura?
Disiplin prokes ketat sudah,
Lockdown sudah,
Vaksinasi sudah.
Kasusnya kenapa naik drastis?
Pe…",Indonesia
2021-09-28 06:28:52,"PPKM Level 3 Tangerang Raya Warga Dilarang Gelar Pesta Pernikahan dan Konser Musik
 
https://t.co/U01pqHUZDP #ppkmlevel3 #TANGERANG #ppkm",Jalan Palmerah Barat 33-37 Jkt
2021-09-28 06:27:53,"RT @MommaBear0716: Ada apa dengan Singapura?
Disiplin prokes ketat sudah,
Lockdown sudah,
Vaksinasi sudah.
Kasusnya kenapa naik drastis?
Pe…",Bumi Bulat Yang Semakin Datar
2021-09-28 06:27:24,Legislator menilai sistem PPKM bisa digunakan negara lain untuk tekan kasus Covid-19. https://t.co/QwBkVfSWgj,"Jakarta, Indonesia"
2021-09-28 06:26:20,"@Midjan_La_2 Salah satu pengidap PPKM, pekok pekok kenthir menthirrrrr","Bandung, Jawa Barat"
2021-09-28 06:26:04,"@VIVAcoid Kapan kesononya min.. lagi PPKM juga, Bp Gatot juga gk Nerima tamu sembarangan",
2021-09-28 06:24:24,Bhabinkamtibmas Desa Serang jaya kec.pematang jaya Polsek Pangkalan Susu BRIPKA SUZENKO CHAIRY dan Babinsa Serda Suardi bersama dengan satgas PPKM mikro Desa serang jaya laks giat penyemprotan desinfektan. https://t.co/S3je8hHEHa,
2021-09-28 06:23:42,RT @kompascom: Menko Perekonomian Airlangga Hartarto mengatakan PPKM berlevel menekan penurunan angka kasus positif Covid-19 di wilayah lua…,
2021-09-28 06:23:24,"Personil Polsek Srandakan dipimpin Panit Sabhara Aiptu Iszulianto melaksanakan  KRYD dan giat PPKM  Level 3 patroli antisipasi curas, curat dan kejahatan dengan sasaran nasabah bank, pertokoan, pedagang, obvit dan pemukiman penduduk, Selasa (28/9/2021) siang https://t.co/CAMuzbt6xY",
2021-09-28 06:23:16,"RT @rmol_id: MUI Perbolehkan Shaf Sholat Kembali Rapat, Dengan Catatan Prokes dan Khusus Wilayah PPKM Level 1 https://t.co/XWUEylxqOU",
2021-09-28 06:21:38,"Angka kematian dll turun, langsung izinkan pesta sama konser, abis itu trus kluster di mana-mana, rumahsakit penuh lagi, PPKM lagi, terus aja muter sampe lebaran kucing, miung? https://t.co/hXTPQM80jA","Bandung, Indonesia"
2021-09-28 06:21:00,pas ppkm pada gabisa keluar kota. pas ppkm longgar bisa keluar kota tapi ngeri bgt pada rame. yaudahlah stuck stuck aja dirumah,SUB-INA
2021-09-28 06:20:41,"Jakarta, https://t.co/A5jROdYu7l - Mulai Oktober 2021 mendatang, masyarakat bisa bepergian menggunakan kereta api dan pesawat terbang tanpa mengunduh aplikasi PeduliLindungi selama Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM).","Jakarta, Indonesia"
2021-09-28 06:20:40,"Udah lama ngga keluar katanya :)
Keluar apa? Rumah lah
Kan ppkm:) https://t.co/fENKvS4jAD","DKI Jakarta, Indonesia"
2021-09-28 06:19:48,"@Muhamma13878740 Mantul banget nih, internetan pake Smartfren emang paling nyaman dan pastinya selama PPKM jadi makin produktif ya kak. Tetap jaga kesehatan dan jangan lupa pake masker ya Kak. Terima kasih teman setia Smartfren. Bela",Indonesia
2021-09-28 06:19:35,"RT @desta80s: Nanti kalo ppkm udah diperlonggar.. ke depan nya bikin aturan aja yg mau log in sosmed, twitter dan instagram wajib upload se…",Republic Indonesia
2021-09-28 06:18:58,Kegiatan Relawan SatGas Desa  Aras Panjang melaksanakan Penyekatan terhadap Masyarakat yg melintas di Depan Pos PPKM Desa Aras Panjang untuk mematuhi Intruksi Bupati tentang Pengetatan PPKM Level III di Wilayah Hukum Polsek Dolok Masihul. https://t.co/IJGTzmTq2l,
2021-09-28 06:18:43,PPKM Darurat diperpanjang #ppkm https://t.co/22yC3pTxGb,Jakarta Capital Region
2021-09-28 06:18:09,Air terjun mana nih yang gak ada cegatan PPKM kesananya nih cantik law leh taw? https://t.co/rOCDl7yi3t,Setelah Rahim Ibu
2021-09-28 06:17:34,Menko Perekonomian Airlangga Hartarto mengatakan PPKM berlevel menekan penurunan angka kasus positif Covid-19 di wilayah luar Pulau Jawa-Bali. https://t.co/VZvmr45bFM,Jakarta
2021-09-28 06:17:02,Kegiatan Bhabin Polsek Dolok Masihul Aiptu W. Sihombing bersama  Kades Bapak Fernando Siahaan dan Team Relawan Satgas Covid -19 Desa Dame Kec Dolok Masihul melaksanakan Penyekatan terhadap Masyarakat yg melintas di Depan Pos PPKM Desa Dame untuk mematuhi Intruksi Bupati https://t.co/LDkZ8Ku1MD,
2021-09-28 06:17:01,heyyy ayo bgun jgn nghalu mulu 😂😂,
2021-09-28 06:16:59,Kepada para kepala sekolah saya persilakan untuk segera melakukan kegiatan pembelajaran tatap muka terbatas dengan syarat wilayah sekolah tersebut minimal sudah pada level 3 PPKM dan vaksinasi Covid 1 Intiva Jaya Terus,
2021-09-28 06:16:35,Keterangan Pers Menteri Kesehatan mengenai Perkembangan PPKM Terkini Senin 20 09 2021 sore LensaKabinet Intiva Jaya Terus,
2021-09-28 06:16:33,Serka Masrianto Babinsa Koramil 03/Bunut Bersama Instansi Gabungan Gelar Razia di Pos Pantau PPKM https://t.co/uF6pz2tnI5 https://t.co/uJo3uKEy40,Bangkinang - Kampar - Riau 
2021-09-28 06:16:18,@kokoneui disini udh ga ppkm dik,"saya gale, nei, gob, luke etc"
2021-09-28 06:15:47,"(27/09),Semalam Satpol PP Kab.Rembang melaksanakan Giat Rutin OpsGab.Dalam rangka PPKM Level 2 @satpolpp_jateng @ganjarpranowo @TajYasinMZ @BudiyantoEp @bupati_rbg @GusHanies https://t.co/Me6SVzF5ui",
2021-09-28 06:14:50,Pemerintah kembali melanjutkan kebijakan Pemberlakukan Pembatasan Kegiatan Masyarakat PPKM yang berlaku tanggal 21 September hingga 4 Oktober 2021 GrafiKabinet Intiva Jaya Terus,
2021-09-28 06:14:43,Kantor Non Esensial Sudah Bisa Work From Office Baca selengkapnya disini PPKM WFO Kantor NonEsensial LuhutBinsarPandjaitan Intiva Jaya Terus,
2021-09-28 06:13:09,@e100ss min untuk sby ppkm sdh level brp ya?,surabaya
2021-09-28 06:12:55,Melalui konferensi video presiden menyampaikan sejumlah hal penting yg perlu diperhatikan terkait evaluasi PPKM IndonesiaMaju Intiva Jaya Terus,
2021-09-28 06:12:36,"RT @cnbcindonesia: Tanpa Disadari, RI Sudah Terbebas dari Belenggu PPKM Level 4 https://t.co/Z4MsFXPxzM",
2021-09-28 06:11:52,"@18fesss Bukannya pernah diperkirakan sekitar 10 tahun? Karena pandemi tahun 1920an di surabaya aja sekitar 5 tahun lebih (kalo gue ngga salah inget). Tapi 10 tahun perkiraan juga sampe bener bener ngga ada covid kayaknya?? Gue ngga begitu yakin, bukan selama 10 tahun ppkm terus",Farmasi17
2021-09-28 06:11:35,"RT @apahabarcom: Jangan senang dulu, sekalipun turun status, PPKM di Banjarmasin-Banjarbaru dipastikan tetap berlanjut. 

https://t.co/lZxP…",Rantau
2021-09-28 06:11:23,"Jangan senang dulu, sekalipun turun status, PPKM di Banjarmasin-Banjarbaru dipastikan tetap berlanjut. 

https://t.co/lZxP33S2Gv @cerita0511",
2021-09-28 06:10:56,Pada hari Jum'at 24 September 2021  sekira jam.09.30 wib s/d selesai telah diselenggarakan Kegiatan Bakti Sosial dalam rangka PPKM Pandemi Covid-19 berupa paket sembako kepada warga masyarakat terdampak Covid 19 di Kel.Gedung Air Kec Tanjung Karang Barat https://t.co/IaKu5Qz09E,"Bandar Lampung, Lampung"
2021-09-28 06:10:55,"@afriantipratiwi padahal dari tempat tinggalku skrg ya sejam-an lah ke puncak. tapi kayanya susaaah banget. ya jadwalnya lah, ya ada ppkm lah 🥲",Jakarta
2021-09-28 06:07:37,@baiki95 Sudah pada bosen nonton berita PPKM. 😀,
2021-09-28 06:07:20,"Mulai Oktober, Fitur PeduliLindungi bisa Diakses di Aplikasi Lain
https://t.co/P4d0PQ0eny #pedulilindungi #kesehatan #COVID19 #vaksinasi #ppkm @KemenkesRI @PLindungi",Banjarbaru
2021-09-28 06:07:14,"RT @Boediantar4: Omnibuslaw, PPKM, BPJS, harga listrik, gas, pendidikan, BBM, dll.
Semakin nyata kalau rezim ini bekerja tidak memihak kepa…",
2021-09-28 06:07:11,"Pemberian Izin Operasional Mobilitas Kegiatan Industri (IOMKI) diyakini telah mendukung  keberlangsungan kegiatan sektor manufaktur, terutama di masa pandemi menyusul kebijakan PPKM

@Kemenperin_RI 
#industri #ppkm #iomki #kawasanindustri #petrominer 
 https://t.co/rmkXZ5Xo5b",Indonesia
2021-09-28 06:06:49,"RT @jaehyunpdi: PPKM — nomin short au

""Pandemi tuh jaga jarak, ini malah nempel mulu""
""Iri tanda tak mampu, gamon ya?""
""Iya, makanya putus…",
2021-09-28 06:06:05,"RT @Boediantar4: Omnibuslaw, PPKM, BPJS, harga listrik, gas, pendidikan, BBM, dll.
Semakin nyata kalau rezim ini bekerja tidak memihak kepa…","Sumatera Barat, Indonesia"
2021-09-28 06:05:41,"PPKM CEK !
enak nya PPKM bareng @smartfrenworld
 ya begini. streaming puas, belajar skill baru sampe puas.  dll pokoknya puas 🤗

#KuyBisa 
#IniBaruGokil 
#Rejekiwow #TemanBukaPeluangmu #KuotaSultanHargaTeman
https://t.co/3ibw5qqKRr",
2021-09-28 06:05:25,Petugas gabungan wilayah Kec. Bulu melaksanakan patroli himbauan Prokes  ditengah warga  masyarakat yang masih beraktifitas malam terkait diberlakukannya PPKM level 3 di kabupaten Sukoharjo. https://t.co/fBYYVVMJ27,"Sukoharjo, Central Java"
2021-09-28 06:03:57,@asdfghjkliaaak kapan iu ppkm ngene ndeng ndeng,
2021-09-28 06:03:38,"@urbabybooz tapi prokes ttp harus dijagaaa sist, walaupun case turun dan kelonggaran ppkm.","221B, Baker street"
2021-09-28 06:03:22,"Patroli malam aparat gabungan wilayah Kec. Sukoharjo diseputaran alun-alun Sukoharjo,  melaksnakan himbauan Prokes kpd para warga masyarakat yang masih beraktifitas malam agar tetap melaksanakan Prokes  di lingkungan usahanya  dan patuhi PPKM level 3 yang masih diberlakukan. https://t.co/TtzLsIJxTb","Sukoharjo, Central Java"
2021-09-28 06:03:20,RT @detikcom: Berikut beberapa fasilitas publik yang boleh dikunjungi anak di bawah 12 tahun selama PPKM:   https://t.co/CQwjtdRMD8,
2021-09-28 06:02:19,"Nah, berpahit-pahit dulu yuk... biar manis kemudian...

Jangan lupa like,Follow &amp; Bagikan ya :D

#soalcpns2021 #soalhotscpns #soalcpns #cpns2021 #asn2021 #TIU #TPA #Penalaranumum #ppkm https://t.co/SVg1RLg4aV",
2021-09-28 06:02:07,RT @detikcom: Peningkatan mobilitas di tengah pelonggaran PPKM bisa memicu lonjakan kasus bahkan gelombang ketiga COVID-19 di RI. Ini predi…,"Bekasi, Jawa Barat"
2021-09-28 06:02:06,"Aladin PPKM level 1 sejak ini bukan?
2weeks+++ sudah...
Dan sampelah di angka 9,
Congrats 💙 IC di #ITA2021
#IkatanCinta https://t.co/i1O7s5dV4h",
2021-09-28 06:02:02,"Patroli malam aparat gabungan wilayah Kec.  Grogol, melaksnakan himbauan Prokes kpd para warga masyarakat yang masih beraktifitas malam agar tetap melaksanakan Prokes  di lingkungan usahanya  dan patuhi PPKM level 3 yang masih diberlakukan di wilayah Kab. Sukoharjo. https://t.co/CJNrq5otEB","Sukoharjo, Central Java"
2021-09-28 06:01:57,RT @detikcom: Sejumlah batuan sosial (bansos) masih terus digulirkan pemerintah dalam rangka menjaga daya beli masyarakat di masa pemberlak…,
2021-09-28 06:01:55,"Pelaksanaan Sidang TPP ke 75 Bapas Kelas I Denpasar secara Daring.

Denpasar, 28 September 2021 telah dilakukan Sidang TPP Ke 75 di Bapas Kelas I Denpasar. Sesuai dengan pemberlakuan PPKM di Bali maka pelaksanaan Sidang TPP dilaksanakan secara daring.

Sidang TPP ini dihadiri https://t.co/5ghztoDQCu",Jalan Ken Arok No 4 Denpasar
2021-09-28 06:01:04,"Patroli malam aparat gabungan wilayah Nguter, menyambangi para warga masyarakat di desa Pondok menjaga kondusifitas wilayah sekaligus memberikan edukasi terkait Prokes dan PPKM level 3 https://t.co/GvvIPz1zCg","Sukoharjo, Central Java"
2021-09-28 06:00:52,"Kepala Disporapar Jawa Tengah, Sinung Nugroho Rachmadi, menyebut bahwa destinasi yang telah dibuka mayoritas berada di daerah yang telah menerapkan PPKM Level 2. #kumparanTRAVEL https://t.co/Dyi6oOChoJ",Indonesia
2021-09-28 06:00:19,"@PRFMnews Bobotoh lain ukut bacot boss, sanajan butut maena, sok mun dibuka penonton langsung poe ayeuna, ludes tah tiket,, sanajan ppkm, kdu daek dikritik da ekspektasi tinggi ti bobotoh hal wajar ningali pemaen jengjreng hungkul, tp hese meunang",bandung
2021-09-28 06:00:06,"Hi Flixers 👋
Meski level PPKM sudah diturunkan, tetap selalu patuhi prokes yaw 😷
Jangan lupa download Genflix dan saksikan GenOriginals bareng orang-orang terdekat kalian

#genflix #streaming #ott #localpride #indonesia #makan #kongkow #keluarga #genoriginlas #sohib #semangat https://t.co/iJG1LPnhio",Indonesia
2021-09-28 06:00:06,"Operasi yustisi penegakan Prokes oleh aparat Gabungan wilayah Bulu kepada para pengguna jalan di wilayah Kecamatan Bulu, menghibau kpd warga agar melengkapi diri  dengan masker untuk mencegah risiko persebaran covid 19 terkait diberlakukannya PPKM level 3 https://t.co/fL817DJmnB","Sukoharjo, Central Java"
2021-09-28 05:59:57,"RT @Boediantar4: Omnibuslaw, PPKM, BPJS, harga listrik, gas, pendidikan, BBM, dll.
Semakin nyata kalau rezim ini bekerja tidak memihak kepa…",Indonesia
2021-09-28 05:59:48,"RT @Boediantar4: Omnibuslaw, PPKM, BPJS, harga listrik, gas, pendidikan, BBM, dll.
Semakin nyata kalau rezim ini bekerja tidak memihak kepa…","DKI Jakarta, Indonesia"
2021-09-28 05:58:57,"Operasi yustisi penegakan Prokes oleh aparat Gabungan wilayah Mojolaban kepada para pengguna jalan, agar melengkapi diri dengan masker untuk mencegah risiko persebaran covid 19 terkait diberlakukannya PPKM level 3 https://t.co/4kbi32ToXA","Sukoharjo, Central Java"
2021-09-28 05:58:40,"Badai Pandemi Covid-19 Hampir Berlalu, Lampung Masuk PPKM Level 1 https://t.co/cz1XIhtDXX","Lampung, Indonesia"
2021-09-28 05:58:21,"RT @cnbcindonesia: Tanpa Disadari, RI Sudah Terbebas dari Belenggu PPKM Level 4 https://t.co/Z4MsFXPxzM","Álora, España"
2021-09-28 05:58:00,"Operasi yustisi kepada para pelintas jalan di depan kantor Kecamatan Baki, sebagai upaya mendisiplinkan warga agar patuh terhadap Prokes selama diberlakuknnya PPKM level 3 https://t.co/XIvAiqYWFj","Sukoharjo, Central Java"
2021-09-28 05:57:24,Tingkat insekuritas meningkat tajam saat liat story teman2 langsung gaspol penelitian setelah penurunan level ppkm di Jakarta huahuahua,
2021-09-28 05:57:08,Petugas Gabungan wilayah Nguter intensif melaksanakan operasi yustisi dan himbauan Prokes ditengah warga masyarakat terkait masih diberalkukanya PPKM level 3 di Kab. Sukoharjo. https://t.co/oDOxKFmr4B,"Sukoharjo, Central Java"
2021-09-28 05:57:01,"Operasi Yustisi Penegakan Hukum Protokol Kesehatan Dalam Rangka PPKM Level I di Kota Blitar. Selasa (28/9/21)

#OperasiYustisi
#polresblitarkota
#humaspolresblitarkota https://t.co/fSGFfqZm6B","Blitar, Jawa Timur"
2021-09-28 05:56:45,@contactap2 Apakah ada kebijakan dari setiap bandara udara untuk persyaratan penerbangan karena yang tetulis di informasi penerbangan dari ujungpandang ke daerah ppkm level 2 (ternate) cukup dengan vaksin dosis 2 dan rapid antigen negatif? Mohon penjelasannya. Terima kasih https://t.co/jvXmlE8I7W,
2021-09-28 05:56:38,"Karena covid-19 dan terlalu seringnya WFH dan PPKM.
🤭 https://t.co/CWNNIDss8O",Indonesia
2021-09-28 05:56:22,"Omnibuslaw, PPKM, BPJS, harga listrik, gas, pendidikan, BBM, dll.
Semakin nyata kalau rezim ini bekerja tidak memihak kepada rakyat 😩",
